gene	3hr	24hr	
SLC11A2	nan	7.4267	
PDIA5	nan	5.5616	
PIK3C2B	nan	8.2501	
RAP1GAP	nan	8.0736	
SLC25A46	nan	10.1402	
CDK19	nan	7.5433	
NOLC1	nan	9.0589	
CAT	nan	9.9352	
KIAA0753	nan	7.2693	
DUSP14	nan	8.1321	
KAT6B	nan	9.691	
CHN1	nan	7.2035	
HMGA2	nan	7.6609	
IGFBP3	nan	9.1227	
MAPK13	nan	8.8262	
TRIB1	nan	10.0975	
UFM1	nan	9.4642	
GNA15	nan	5.7584	
TP53BP1	nan	8.8326	
FRS2	nan	6.0434	
IARS2	nan	12.5859	
BECN1	nan	8.0401	
GATA2	nan	7.7021	
KDELR2	nan	8.5873	
RALGDS	nan	7.5126	
ELAVL1	nan	9.3618	
NRIP1	nan	10.4985	
CCNB2	nan	11.8581	
IFNAR1	nan	7.3437	
MIF	nan	14.4662	
RNPS1	nan	12.3131	
DAG1	nan	7.1957	
SATB1	nan	4.1694	
ARID4B	nan	6.6024	
IGF2BP2	nan	7.9226	
GSTZ1	nan	9.0926	
IGF2R	nan	9.1199	
SESN1	nan	5.493	
TIPARP	nan	9.7135	
CRTAP	nan	8.4916	
SPEN	nan	7.9447	
GMNN	nan	12.445	
PFKL	nan	8.5369	
CYTH1	nan	6.2371	
PDHX	nan	8.9609	
DENND2D	nan	5.9243	
PRCP	nan	9.2429	
CTTN	nan	6.9513	
SMARCA4	nan	8.5592	
PYGL	nan	11.0372	
UBR7	nan	9.4791	
GRB7	nan	10.1567	
RPA2	nan	10.6281	
CD44	nan	11.021	
ERBB3	nan	6.4295	
GTF2E2	nan	10.0774	
VAV3	nan	4.8004	
ABHD6	nan	7.4276	
ANXA7	nan	13.3018	
MAPKAPK2	nan	11.2373	
TXNRD1	nan	12.6447	
CAB39	nan	8.0871	
FZD1	nan	6.1082	
CRYZ	nan	10.8686	
TIAM1	nan	6.8559	
DNM1L	nan	9.6829	
GAA	nan	6.4047	
DERA	nan	10.4138	
SKIV2L	nan	8.7309	
BLMH	nan	7.5798	
PTPRK	nan	9.1493	
HERC6	nan	5.7882	
RRP1B	nan	9.0132	
MKNK1	nan	8.7562	
TSPAN3	nan	8.0786	
ACOT9	nan	10.0813	
PIK3R3	nan	6.5549	
KEAP1	nan	10.435	
ST3GAL5	nan	4.2915	
CTNNAL1	nan	8.9621	
TFDP1	nan	10.3624	
ABHD4	nan	7.042	
SMC3	nan	7.8085	
INPP4B	nan	7.4973	
LBR	nan	8.872	
PPIE	nan	10.4319	
ZMIZ1	nan	10.8817	
PPARG	nan	10.7338	
TERF2IP	nan	9.2642	
BNIP3	nan	11.9873	
RPP38	nan	7.4973	
BCL2	nan	3.641	
CAST	nan	8.8262	
BAG3	nan	11.7082	
RBM6	nan	8.2541	
CSK	nan	9.3283	
GNA11	nan	8.8046	
ALDOC	nan	7.6387	
TOR1A	nan	7.7856	
SLC25A13	nan	8.9743	
UBE2L6	nan	8.3557	
SYK	nan	6.7677	
TSPAN4	nan	11.0465	
NR3C1	nan	4.1782	
PCBD1	nan	13.2233	
ICMT	nan	10.5995	
TRIB3	nan	12.3378	
EIF4EBP1	nan	10.2144	
PHF15	nan	6.7927	
CXCR4	nan	5.2504	
GNPDA1	nan	9.6337	
CCND3	nan	8.1867	
FKBP14	nan	5.8906	
CIAPIN1	nan	9.048	
NUCB2	nan	9.4087	
COG7	nan	7.7928	
RSU1	nan	7.5279	
PTPN6	nan	6.0213	
TUBB6	nan	8.921	
ABL1	nan	7.8829	
DUSP4	nan	11.2274	
CCNF	nan	5.8575	
PTPN12	nan	9.5865	
HSPA1A	nan	10.9642	
PCK2	nan	7.7249	
FAM57A	nan	7.1629	
RB1	nan	7.7077	
EVL	nan	6.6745	
GFPT1	nan	7.5294	
BLVRA	nan	10.1199	
GPER	nan	4.955	
EAPP	nan	8.5083	
S100A13	nan	12.6132	
EXT1	nan	11.2308	
MYBL2	nan	9.1546	
POLE2	nan	9.4126	
STX4	nan	9.7745	
PLCB3	nan	9.4744	
TMCO1	nan	12.2328	
C2CD2	nan	8.5214	
PARP1	nan	11.2187	
ANKRD10	nan	7.0375	
CCDC85B	nan	9.5737	
DDB2	nan	7.5988	
DDX10	nan	9.287	
BAMBI	nan	6.9906	
CEP57	nan	8.5314	
HADH	nan	9.7376	
RAB31	nan	5.2635	
ABCC5	nan	4.9903	
GLRX	nan	11.0744	
MVP	nan	8.8545	
RFC5	nan	9.8411	
HES1	nan	9.4947	
STMN1	nan	10.2225	
GALE	nan	9.4817	
KLHL9	nan	7.1879	
PTPRF	nan	8.4141	
UBE2J1	nan	7.7116	
PGM1	nan	10.6249	
SLC37A4	nan	7.4777	
LOXL1	nan	11.2138	
PLK1	nan	9.56	
MYO10	nan	8.4817	
NPRL2	nan	8.9736	
LIPA	nan	11.0099	
PWP1	nan	10.7244	
PHGDH	nan	10.4305	
PLEKHM1	nan	8.8726	
ST7	nan	6.8111	
VAT1	nan	9.0187	
IKBKB	nan	5.741	
KIF20A	nan	9.9276	
CDH3	nan	8.4983	
PCM1	nan	6.6566	
IER3	nan	11.9495	
SSBP2	nan	4.9013	
FAT1	nan	7.6	
SNX11	nan	6.5635	
RNMT	nan	9.331	
SFN	nan	10.2125	
EGFR	nan	7.0937	
RFX5	nan	7.113	
NET1	nan	9.3883	
PKIG	nan	8.9369	
DECR1	nan	11.7568	
FSD1	nan	7.5666	
ATP6V1D	nan	10.7858	
CDK6	nan	4.4285	
CDC45	nan	9.4209	
NPC1	nan	7.8897	
EDEM1	nan	9.3274	
MEST	nan	11.3933	
MYLK	nan	3.6338	
PAFAH1B3	nan	4.9759	
CALU	nan	10.2784	
USP6NL	nan	9.517	
