gene	3hr	24hr	
INPP4B	6.1438	5.65445	
LBR	8.8632	8.9889	
PPIE	9.5078	9.38155	
ZMIZ1	8.77495	8.6338	
PPARG	8.19105	8.22955	
TERF2IP	11.1373	11.6325	
BNIP3	7.80285	7.75515	
RPP38	8.83335	7.9811	
BCL2	7.20095	3.82615	
CAST	9.53535	12.4758	
BAG3	7.7097	8.50485	
RBM6	8.6622	8.0023	
CSK	8.75995	9.3754	
GNA11	8.6547	9.48025	
ALDOC	5.8018	5.436	
TOR1A	9.06825	7.73815	
SLC25A13	10.4995	9.88495	
UBE2L6	9.81865	9.78955	
SYK	7.057	8.20375	
TSPAN4	9.98705	9.80895	
NR3C1	5.4164	5.72715	
PCBD1	12.2188	12.0667	
ICMT	9.1075	9.5799	
TRIB3	9.81955	11.8899	
EIF4EBP1	9.5614	10.0009	
PHF15	6.5899	6.96245	
CXCR4	6.29465	6.5583	
GNPDA1	8.40585	8.53885	
CCND3	9.21025	9.78275	
FKBP14	5.99485	5.9685	
CIAPIN1	9.6952	9.4353	
NUCB2	8.94805	8.8688	
COG7	8.8559	9.3359	
RSU1	7.74235	7.1412	
PTPN6	8.36815	8.7373	
TUBB6	8.4324	8.4615	
ABL1	8.57565	9.86205	
DUSP4	8.5816	8.8329	
CCNF	8.13325	7.91155	
PTPN12	8.82055	9.08625	
HSPA1A	10.2706	12.3717	
PCK2	8.8926	8.2468	
FAM57A	8.38675	8.8094	
RB1	9.26905	10.0718	
EVL	5.50575	5.837	
GFPT1	8.04595	7.63245	
BLVRA	7.06435	7.0167	
GPER	5.93005	5.0194	
EAPP	7.29995	6.77885	
S100A13	11.4648	11.1255	
EXT1	11.5597	12.7507	
MYBL2	10.3735	11.3487	
POLE2	6.2393	6.0965	
STX4	8.8591	9.49325	
PLCB3	8.78255	9.60585	
TMCO1	11.8396	11.2819	
C2CD2	8.39515	9.1777	
PARP1	12.0734	11.2488	
ANKRD10	6.6124	6.94905	
CCDC85B	7.67245	7.4843	
DDB2	7.0229	7.07865	
DDX10	9.57685	8.3723	
BAMBI	10.9142	9.63395	
CEP57	8.6162	9.96765	
HADH	10.1322	9.86585	
RAB31	9.4077	9.75945	
ABCC5	5.33795	5.44305	
GLRX	6.7507	6.46715	
MVP	9.2935	9.4431	
RFC5	9.2131	8.99105	
HES1	9.97935	9.8533	
STMN1	10.1966	10.0756	
GALE	8.75295	8.33685	
KLHL9	7.6154	8.48065	
PTPRF	9.01485	9.1231	
UBE2J1	7.7912	9.1521	
PGM1	8.6529	9.13735	
SLC37A4	6.5121	5.8342	
LOXL1	6.84185	5.6689	
PLK1	10.6072	11.3133	
MYO10	8.3869	9.09015	
NPRL2	8.17915	7.2438	
LIPA	9.44585	8.9015	
PWP1	8.71365	9.25665	
PHGDH	13.542	13.7044	
PLEKHM1	10.0485	11.8837	
ST7	7.0082	7.01365	
VAT1	7.09075	7.03905	
IKBKB	5.23045	5.61975	
KIF20A	10.0517	8.8678	
CDH3	7.54035	11.7402	
PCM1	5.5299	5.33685	
IER3	9.1511	9.18875	
SSBP2	5.36385	5.4975	
FAT1	8.5278	8.95655	
SNX11	6.9971	6.7831	
RNMT	7.6483	6.48765	
SFN	9.6895	9.07695	
EGFR	10.4951	10.8089	
RFX5	6.06585	6.30015	
NET1	8.78725	9.6639	
PKIG	7.6829	8.43625	
DECR1	7.55355	6.44025	
FSD1	6.7111	6.1376	
ATP6V1D	9.32935	9.0048	
CDK6	5.3355	7.1317	
CDC45	8.97865	8.28705	
NPC1	5.9213	5.5691	
EDEM1	8.91525	10.1749	
MEST	12.8748	13.8292	
MYLK	5.7703	4.63345	
PAFAH1B3	10.2562	9.50505	
CALU	10.7	10.9131	
USP6NL	6.9607	7.1904	
LGALS8	9.33625	8.7522	
NT5DC2	8.3321	8.67945	
CCP110	7.9191	7.51975	
LRP10	10.4484	10.6251	
ATP1B1	10.5674	10.9688	
STK10	6.31965	6.04455	
OXCT1	10.7702	10.521	
UGDH	8.2156	8.95955	
SLC25A4	8.40125	7.54475	
SQRDL	7.72875	8.5693	
HEBP1	8.7282	8.199	
PSMB10	10.5337	10.7029	
ASCC3	7.5343	7.47945	
FGFR4	5.7829	5.10405	
CDKN2A	13.1101	11.4341	
TRAM2	5.776	5.6735	
ATP11B	7.88615	7.19125	
PYCR1	7.9149	8.38625	
CD320	5.63825	5.54615	
NCOA3	10.49	11.2169	
CDKN1B	10.8224	10.7518	
POLD4	8.4057	7.9821	
FOSL1	7.52375	8.19855	
MLLT11	4.8066	5.9925	
CEBPZ	8.69615	8.74915	
PRKACA	10.029	11.1891	
GAPDH	14.9842	15.0	
CBR3	9.29375	6.2143	
LYRM1	5.64465	4.93115	
