gene	3hr	24hr	
LGALS8	nan	11.1395	
NT5DC2	nan	11.1354	
CCP110	nan	8.5655	
LRP10	nan	10.5414	
ATP1B1	nan	10.9468	
STK10	nan	6.3014	
OXCT1	nan	9.313	
UGDH	nan	10.8279	
SLC25A4	nan	10.2764	
SQRDL	nan	6.4753	
HEBP1	nan	8.4802	
PSMB10	nan	8.5047	
ASCC3	nan	7.6668	
FGFR4	nan	6.0995	
CDKN2A	nan	13.6773	
TRAM2	nan	8.775	
ATP11B	nan	9.881	
PYCR1	nan	9.4941	
CD320	nan	10.7512	
NCOA3	nan	8.9574	
CDKN1B	nan	9.6341	
POLD4	nan	8.1093	
FOSL1	nan	10.7215	
MLLT11	nan	10.2699	
CEBPZ	nan	9.3148	
PRKACA	nan	11.1632	
GAPDH	nan	15.0	
CBR3	nan	7.5477	
LYRM1	nan	5.5713	
