gene	3hr	24hr	
NT5DC2	nan	8.4818	
CCP110	nan	7.1966	
LRP10	nan	9.7919	
ATP1B1	nan	13.6943	
STK10	nan	5.1423	
OXCT1	nan	7.844	
UGDH	nan	11.1387	
SLC25A4	nan	9.9551	
SQRDL	nan	9.9485	
HEBP1	nan	8.2968	
PSMB10	nan	8.2893	
ASCC3	nan	7.298	
FGFR4	nan	6.9177	
CDKN2A	nan	12.3116	
TRAM2	nan	5.9329	
ATP11B	nan	9.0963	
PYCR1	nan	8.7685	
CD320	nan	10.3986	
NCOA3	nan	9.7522	
CDKN1B	nan	10.8152	
POLD4	nan	11.0196	
FOSL1	nan	8.5523	
MLLT11	nan	9.1546	
CEBPZ	nan	9.4269	
PRKACA	nan	9.5286	
GAPDH	nan	14.9495	
CBR3	nan	5.6593	
LYRM1	nan	5.9047	
